aX,aY,aZ
0.03,-0.6,-1.29
0.066,-0.644,-1.386
0.147,-0.625,-1.047
0.004,-0.615,-1.196
-0.105,-0.582,-1.361
-0.059,-0.594,-1.307
0.051,-0.652,-1.308
0.065,-0.67,-1.288
0.031,-0.68,-1.286
0.012,-0.673,-1.31
-0.02,-0.669,-1.331
-0.032,-0.683,-1.346
-0.022,-0.703,-1.358
-0.008,-0.709,-1.361
-0.003,-0.717,-1.379
-0.003,-0.714,-1.403
-0.005,-0.701,-1.416
-0.001,-0.7,-1.434
0.025,-0.711,-1.439
0.03,-0.709,-1.449
0.029,-0.707,-1.452
0.037,-0.701,-1.449
0.041,-0.698,-1.441
0.055,-0.691,-1.435
0.06,-0.684,-1.42
0.063,-0.675,-1.414
0.069,-0.66,-1.4
0.071,-0.651,-1.388
0.08,-0.639,-1.383
0.082,-0.632,-1.372
0.085,-0.628,-1.363
0.084,-0.617,-1.359
0.083,-0.612,-1.353
0.075,-0.609,-1.352
0.071,-0.607,-1.348
0.069,-0.61,-1.346
0.07,-0.619,-1.346
0.066,-0.749,-1.35
0.061,-0.638,-1.351
0.061,-0.662,-1.356
0.058,-0.672,-1.361
0.056,-0.694,-1.367
0.055,-0.702,-1.376
0.056,-0.715,-1.382
0.057,-0.738,-1.389
0.062,-0.754,-1.392
0.065,-0.789,-1.397
0.071,-0.798,-1.407
0.07,-0.803,-1.418
0.069,-0.798,-1.438
0.07,-0.777,-1.448
0.069,-0.748,-1.469
0.073,-0.73,-1.479
0.074,-0.699,-1.496
0.078,-0.682,-1.507
0.078,-0.648,-1.509
0.08,-0.636,-1.503
0.084,-0.613,-1.5
0.088,-0.592,-1.484
0.093,-0.584,-1.474
0.101,-0.572,-1.454
0.103,-0.571,-1.424
0.108,-0.57,-1.408
0.112,-0.581,-1.381
0.118,-0.589,-1.367
0.122,-0.61,-1.338
0.129,-0.623,-1.323
0.131,-0.647,-1.301
0.132,-0.655,-1.285
0.131,-0.671,-1.281
0.134,-0.674,-1.272
0.128,-0.666,-1.274
0.127,-0.649,-1.283
0.132,-0.63,-1.287
0.112,-0.63,-1.323
0.137,-0.63,-1.313
0.127,-0.589,-1.273
0.103,-0.589,-1.249
0.095,-0.564,-1.248
0.082,-0.565,-1.314
0.102,-0.558,-1.296
0.115,-0.56,-1.256
0.117,-0.565,-1.241
0.107,-0.564,-1.248
0.089,-0.558,-1.125
0.104,-0.546,-1.231
0.105,-0.537,-1.239
0.112,-0.515,-1.234
0.113,-0.491,-1.228
0.116,-0.48,-1.226
0.124,-0.46,-1.218
0.127,-0.453,-1.213
0.128,-0.427,-1.209
0.128,-0.418,-1.208
0.125,-0.408,-1.199
0.127,-0.407,-1.175
0.134,-0.41,-1.166
0.139,-0.406,-1.145
0.135,-0.398,-1.139
0.133,-0.378,-1.128
0.133,-0.371,-1.114
0.131,-0.364,-1.108
0.134,-0.368,-1.095
0.127,-0.368,-1.083
0.124,-0.361,-1.057
0.224,0.716,1.172
0.322,0.782,1.273
0.496,0.856,1.383
0.481,0.89,1.476
0.58,0.983,1.505
0.632,1.026,1.597
0.758,1.079,1.674
0.813,1.103,1.765
0.867,1.167,1.784
0.911,1.188,1.864
0.98,1.243,1.907
0.993,1.262,1.928
1.035,1.281,1.923
1.044,1.288,1.942
1.059,1.292,1.947
1.052,1.291,1.872
1.05,1.25,1.877
1.032,1.237,1.806
1.008,1.174,1.746
0.998,1.152,1.615
0.961,1.101,1.545
0.946,1.044,1.421
0.929,1.023,1.352
0.917,0.993,1.206
0.89,0.967,1.136
0.874,0.933,1.009
0.856,0.891,0.949
0.841,0.895,0.826
0.812,0.904,0.761
0.807,0.901,0.661
0.814,0.905,0.63
0.812,0.885,0.57
0.796,0.874,0.546
0.782,0.853,0.509
0.749,0.84,0.493
0.73,0.817,0.471
0.69,0.807,0.463
0.669,0.791,0.451
0.63,0.785,0.447
0.614,0.771,0.447
0.579,0.766,0.451
0.563,0.754,0.468
0.535,0.752,0.479
0.521,0.755,0.505
0.492,0.763,0.518
0.478,0.784,0.543
0.453,0.79,0.552
0.445,0.81,0.571
0.431,0.82,0.58
0.425,0.848,0.6
0.411,0.86,0.609
0.401,0.876,0.623
0.382,0.879,0.629
0.373,0.883,0.633
0.355,0.883,0.633
0.344,0.884,0.628
0.326,0.883,0.624
0.317,0.879,0.619
0.296,0.874,0.613
0.285,0.858,0.602
0.26,0.843,0.592
0.245,0.821,0.569
0.216,0.806,0.559
0.204,0.785,0.539
0.174,0.776,0.52
0.158,0.768,0.481
0.136,0.77,0.469
0.129,0.776,0.441
0.104,0.782,0.41
0.097,0.796,0.38
0.09,0.801,0.369
0.081,0.805,0.344
0.064,0.802,0.327
0.055,0.795,0.308
0.051,0.789,0.31
0.044,0.784,0.296
0.026,0.779,0.282
0.019,0.774,0.279
0.014,0.779,0.281
0.005,0.778,0.262
-0.006,0.764,0.264
-0.009,0.628,0.278
-0.026,0.728,0.278
-0.039,0.711,0.273
-0.061,0.678,0.259
-0.073,0.629,0.233
-0.09,0.613,0.23
-0.095,0.584,0.236
-0.102,0.579,0.23
-0.124,0.569,0.206
-0.131,0.57,0.159
-0.126,0.574,0.149
-0.122,0.588,0.129
-0.125,0.599,0.073
-0.123,0.61,0.049
-0.111,0.622,0.044
-0.1,0.625,0.035
-0.102,0.624,0
-0.107,0.626,-0.026
-0.108,0.634,-0.048
-0.108,0.636,-0.083
-0.106,0.645,-0.099
-0.106,0.647,-0.126
-0.105,0.644,-0.137
-0.108,0.619,-0.169
-0.116,0.604,-0.176
-0.122,0.568,-0.177
-0.129,0.546,-0.187
-0.144,0.5,-0.187
-0.152,0.449,-0.214
-0.168,0.418,-0.222
-0.182,0.364,-0.22
-0.194,0.331,-0.225
-0.209,0.285,-0.22
-0.217,0.276,-0.259
-0.224,0.266,-0.276
-0.216,0.283,-0.29
-0.21,0.287,-0.312
-0.202,0.301,-0.322
0.086,-0.671,-1.305
-0.004,-0.569,-1.372
-0.1,-0.618,-1.444
-0.062,-0.61,-1.531
0.061,-0.663,-1.451
0.075,-0.63,-1.473
0.06,-0.641,-1.526
0.047,-0.645,-1.544
0.055,-0.618,-1.545
0.052,-0.598,-1.551
0.048,-0.571,-1.553
0.051,-0.571,-1.557
0.069,-0.581,-1.562
0.081,-0.582,-1.573
0.101,-0.577,-1.576
0.104,-0.572,-1.585
0.11,-0.567,-1.59
0.119,-0.561,-1.604
0.123,-0.554,-1.619
0.132,-0.546,-1.627
0.135,-0.525,-1.635
0.131,-0.514,-1.637
0.128,-0.502,-1.639
0.13,-0.499,-1.632
0.134,-0.495,-1.627
0.134,-0.489,-1.624
0.128,-0.472,-1.622
0.128,-0.454,-1.621
0.133,-0.445,-1.618
0.129,-0.427,-1.61
0.128,-0.416,-1.6
0.118,-0.395,-1.593
0.113,-0.38,-1.573
0.107,-0.376,-1.551
0.102,-0.377,-1.54
0.101,-0.381,-1.52
0.103,-0.386,-1.509
0.099,-0.386,-1.489
0.1,-0.358,-1.494
0.124,-0.443,-1.456
0.113,-0.391,-1.393
0.037,-0.362,-1.376
0.026,-0.35,-1.442
0.083,-0.364,-1.409
0.102,-0.355,-1.357
0.076,-0.325,-1.352
0.058,-0.292,-1.347
0.061,-0.28,-1.343
0.07,-0.26,-1.359
0.089,-0.247,-1.353
0.089,-0.215,-1.341
0.085,-0.191,-1.329
0.088,-0.182,-1.326
0.088,-0.167,-1.325
0.094,-0.17,-1.317
0.1,-0.175,-1.308
0.102,-0.18,-1.286
0.105,-0.184,-1.275
0.109,-0.182,-1.264
0.108,-0.174,-1.258
0.107,-0.168,-1.244
0.11,-0.167,-1.24
0.115,-0.155,-1.238
0.122,-0.145,-1.249
0.131,-0.13,-1.259
0.133,-0.12,-1.253
0.136,-0.091,-1.251
0.134,-0.079,-1.305
0.137,-0.072,-1.315
0.123,-0.061,-1.298
0.115,-0.061,-1.268
0.095,-0.099,-1.241
0.083,-0.119,-1.204
0.071,-0.134,-1.2
0.061,-0.153,-1.228
0.064,-0.153,-1.225
0.053,-0.134,-1.22
0.042,-0.121,-1.217
0.032,-0.095,-1.209
0.026,-0.069,-1.209
0.024,-0.057,-1.216
0.031,-0.034,-1.189
0.027,-0.02,-1.189
0.019,0.01,-1.167
0.013,0.023,-1.126
-0.011,0.033,-1.114
-0.012,0.024,-1.073
-0.012,0.009,-1.053
-0.011,-0.02,-1.001
-0.007,-0.018,-0.968
-0.011,0.018,-0.969
-0.025,0.042,-0.915
-0.029,0.094,-0.926
-0.031,0.113,-0.921
-0.01,0.115,-0.894
0,0.097,-0.861
0,0.063,-0.85
-0.01,0.068,-0.844
-0.019,0.075,-0.838
-0.018,0.095,-0.867
-0.029,0.116,-0.888
-0.026,0.153,-0.891
-0.025,0.204,-0.884
-0.041,0.23,-0.887
-0.044,0.247,-0.881
-0.044,0.251,-0.867
-0.032,0.248,-0.86
-0.03,0.246,-0.83
-0.031,0.256,-0.82
-0.035,0.265,-0.809
-0.037,0.267,-0.8
-0.034,0.273,-0.77
-0.034,0.281,-0.762
-0.037,0.3,-0.74
-0.039,0.297,-0.709
-0.049,0.27,-0.696
-0.052,0.258,-0.661
-0.064,0.267,-0.642
-0.07,0.281,-0.618
0.073,0.777,1.222
0.092,0.779,1.279
0.15,0.825,1.322
0.168,0.861,1.383
0.213,0.872,1.422
0.24,0.892,1.502
0.263,0.915,1.523
0.27,0.946,1.548
0.3,0.964,1.56
0.319,0.98,1.584
0.355,0.961,1.597
0.377,0.953,1.608
0.365,0.962,1.596
0.354,0.984,1.565
0.363,0.982,1.553
0.377,0.974,1.528
0.386,0.971,1.504
0.386,0.969,1.435
0.367,0.978,1.4
0.363,0.968,1.326
0.359,0.962,1.161
0.356,0.947,1.201
0.349,0.935,1.036
0.339,0.919,1.073
0.332,0.905,0.989
0.315,0.878,0.946
0.305,0.864,0.864
0.292,0.842,0.823
0.283,0.832,0.745
0.265,0.81,0.711
0.257,0.803,0.641
0.241,0.791,0.609
0.232,0.789,0.552
0.218,0.793,0.525
0.209,0.798,0.476
0.194,0.8,0.452
0.188,0.805,0.419
0.174,0.811,0.404
0.171,0.825,0.385
0.164,0.833,0.379
0.161,0.847,0.364
0.152,0.855,0.36
0.147,0.866,0.351
0.14,0.872,0.349
0.136,0.882,0.347
0.129,0.883,0.35
0.126,0.888,0.351
0.126,0.888,0.352
0.127,0.891,0.352
0.127,0.892,0.356
0.127,0.89,0.357
0.123,0.891,0.369
0.11,0.889,0.38
0.104,0.889,0.408
0.101,0.889,0.423
0.1,0.885,0.435
0.104,0.879,0.458
0.105,0.878,0.488
0.103,0.886,0.505
0.103,0.89,0.544
0.105,0.908,0.563
0.105,0.917,0.599
0.11,0.934,0.613
0.111,0.939,0.635
0.117,0.947,0.649
0.12,0.951,0.671
0.121,0.959,0.685
0.122,0.966,0.722
0.132,0.976,0.737
0.135,0.978,0.763
0.131,0.984,0.775
0.131,0.988,0.802
0.126,0.998,0.817
0.122,1.002,0.84
0.113,1.006,0.851
0.11,1.004,0.874
0.1,0.998,0.883
0.096,0.992,0.899
0.079,0.973,0.906
0.072,0.96,0.915
0.059,0.938,0.92
0.054,0.924,0.926
0.039,0.897,0.926
0.032,0.882,0.915
0.02,0.85,0.909
0.015,0.832,0.891
-0.001,0.795,0.879
-0.009,0.781,0.847
-0.025,0.756,0.829
-0.03,0.741,0.79
-0.038,0.733,0.766
-0.039,0.729,0.715
-0.045,0.724,0.687
-0.043,0.72,0.641
-0.039,0.717,0.617
-0.039,0.698,0.565
-0.04,0.692,0.539
-0.041,0.68,0.491
-0.047,0.685,0.402
-0.048,0.694,0.369
-0.037,0.689,0.339
-0.023,0.662,0.318
-0.029,0.646,0.263
-0.042,0.631,0.229
-0.05,0.627,0.162
-0.047,0.619,0.151
-0.045,0.596,0.102
-0.051,0.59,0.074
-0.054,0.585,0.028
-0.058,0.579,-0.025
-0.058,0.56,-0.039
-0.06,0.556,-0.087
-0.067,0.538,-0.108
-0.066,0.5,-0.116
-0.068,0.488,-0.125
-0.078,0.456,-0.157
-0.09,0.446,-0.166
-0.096,0.415,-0.183
-0.096,0.399,-0.191
0.038,-0.481,-1.377
0.046,-0.467,-1.401
0.063,-0.507,-1.412
0.041,-0.436,-1.445
0.146,-0.541,-1.355
-0.032,-0.358,-1.445
-0.079,-0.381,-1.526
0.041,-0.391,-1.47
0.06,-0.415,-1.487
0.027,-0.427,-1.558
0.047,-0.429,-1.46
0.026,-0.417,-1.452
-0.023,-0.417,-1.451
-0.027,-0.416,-1.42
-0.035,-0.421,-1.392
-0.053,-0.426,-1.372
-0.056,-0.407,-1.332
-0.088,-0.395,-1.31
-0.102,-0.404,-1.324
-0.106,-0.395,-1.305
-0.118,-0.386,-1.305
-0.122,-0.379,-1.304
-0.126,-0.377,-1.297
-0.126,-0.374,-1.294
-0.13,-0.372,-1.29
-0.141,-0.363,-1.284
-0.141,-0.357,-1.273
-0.148,-0.358,-1.259
-0.153,-0.35,-1.254
-0.158,-0.336,-1.244
-0.16,-0.329,-1.238
-0.16,-0.316,-1.236
-0.16,-0.293,-1.231
-0.159,-0.284,-1.231
-0.156,-0.265,-1.228
-0.154,-0.248,-1.22
-0.151,-0.237,-1.215
-0.153,-0.229,-1.203
-0.151,-0.222,-1.185
-0.147,-0.214,-1.177
-0.145,-0.206,-1.157
-0.145,-0.202,-1.136
-0.145,-0.198,-1.123
-0.146,-0.195,-1.105
-0.144,-0.187,-1.097
-0.143,-0.18,-1.08
-0.142,-0.18,-1.061
-0.139,-0.17,-1.056
-0.14,-0.158,-1.046
-0.142,-0.154,-1.038
-0.14,-0.142,-1.034
-0.139,-0.137,-1.029
-0.139,-0.129,-1.027
-0.135,-0.124,-1.023
-0.134,-0.12,-1.02
-0.133,-0.115,-1.019
-0.135,-0.112,-1.018
-0.131,-0.111,-1.012
-0.133,-0.105,-1.008
-0.137,-0.101,-1.01
-0.139,-0.098,-1.003
-0.144,-0.094,-1.002
-0.145,-0.097,-0.996
-0.149,-0.099,-0.994
-0.152,-0.099,-0.991
-0.152,-0.101,-0.99
-0.157,-0.106,-0.987
-0.158,-0.108,-0.981
-0.162,-0.106,-0.977
-0.168,-0.107,-0.975
-0.173,-0.102,-0.975
-0.176,-0.101,-0.972
-0.179,-0.097,-0.967
-0.18,-0.098,-0.963
-0.183,-0.091,-0.96
-0.183,-0.091,-0.952
-0.185,-0.09,-0.949
-0.188,-0.091,-0.945
-0.188,-0.087,-0.935
-0.186,-0.092,-0.93
-0.186,-0.088,-0.925
-0.19,-0.09,-0.915
-0.19,-0.088,-0.909
-0.192,-0.08,-0.906
-0.194,-0.078,-0.902
-0.193,-0.077,-0.899
-0.192,-0.078,-0.897
-0.195,-0.074,-0.893
-0.194,-0.069,-0.893
-0.196,-0.066,-0.891
-0.199,-0.063,-0.892
-0.202,-0.046,-0.89
-0.206,-0.041,-0.893
-0.211,-0.032,-0.894
-0.209,-0.02,-0.9
-0.22,-0.026,-0.893
-0.225,-0.016,-0.888
-0.217,-0.016,-0.875
-0.22,-0.012,-0.869
-0.222,-0.019,-0.858
-0.223,-0.019,-0.84
-0.223,-0.016,-0.834
-0.223,-0.019,-0.823
-0.224,-0.022,-0.814
-0.228,-0.02,-0.802
-0.23,-0.017,-0.795
-0.235,-0.012,-0.792
-0.237,-0.006,-0.787
-0.241,-0.004,-0.786
-0.244,0.002,-0.787
-0.244,0.002,-0.786
-0.246,0.003,-0.786
-0.248,0.003,-0.782
-0.251,0.002,-0.782
-0.252,-0.003,-0.782
-0.255,-0.006,-0.787
-0.255,-0.009,-0.788
-0.257,-0.013,-0.79
-0.256,-0.018,-0.787
-0.7,0.502,-1.009
-0.657,0.599,-1.101
-0.61,0.58,-1.461
-0.503,0.482,-1.912
-0.436,0.334,-2.075
-0.411,0.217,-2.254
-0.353,0.137,-2.263
-0.303,-0.026,-2.192
-0.285,-0.12,-2.095
-0.222,-0.39,-2.046
-0.151,-0.622,-1.902
-0.123,-0.704,-1.727
-0.129,-0.781,-1.654
-0.15,-0.808,-1.521
-0.173,-0.752,-1.439
-0.19,-0.602,-1.375
-0.192,-0.585,-1.267
-0.193,-0.505,-1.211
-0.192,-0.429,-1.091
-0.203,-0.374,-1.025
-0.219,-0.229,-0.993
-0.207,-0.208,-0.918
-0.221,-0.081,-0.914
-0.219,-0.047,-0.871
-0.207,-0.013,-0.858
-0.235,0.079,-0.857
-0.232,0.108,-0.845
-0.226,0.123,-0.843
-0.227,0.131,-0.855
-0.231,0.127,-0.86
-0.212,0.083,-0.849
-0.201,0.041,-0.834
-0.185,0.032,-0.828
-0.184,0.022,-0.808
-0.193,0.02,-0.761
-0.224,0.051,-0.737
-0.236,0.103,-0.71
-0.251,0.123,-0.715
-0.257,0.141,-0.723
-0.257,0.145,-0.735
-0.254,0.152,-0.733
-0.256,0.161,-0.732
-0.264,0.179,-0.722
-0.264,0.184,-0.696
-0.269,0.186,-0.689
-0.267,0.181,-0.684
-0.268,0.184,-0.686
-0.261,0.183,-0.688
-0.259,0.186,-0.692
-0.256,0.18,-0.689
-0.254,0.185,-0.685
-0.25,0.185,-0.687
-0.247,0.185,-0.689
-0.246,0.183,-0.689
-0.235,0.176,-0.682
-0.238,0.172,-0.679
-0.243,0.174,-0.683
-0.248,0.18,-0.685
-0.249,0.181,-0.689
-0.244,0.175,-0.693
-0.244,0.173,-0.704
-0.244,0.176,-0.715
-0.24,0.177,-0.722
-0.239,0.179,-0.732
-0.238,0.175,-0.743
-0.238,0.171,-0.751
-0.236,0.16,-0.765
-0.227,0.153,-0.771
-0.223,0.145,-0.782
-0.222,0.141,-0.798
-0.22,0.134,-0.807
-0.221,0.126,-0.831
-0.218,0.123,-0.84
-0.221,0.119,-0.866
-0.223,0.115,-0.879
-0.222,0.106,-0.893
-0.216,0.108,-0.911
-0.223,0.09,-0.921
-0.227,0.082,-0.939
-0.229,0.077,-0.944
-0.232,0.06,-0.957
-0.24,0.052,-0.962
-0.37,0.031,-0.974
-0.259,0.023,-0.98
-0.273,0.009,-0.983
-0.277,0,-0.985
-0.286,-0.013,-0.989
-0.289,-0.034,-0.994
-0.302,-0.041,-1.003
-0.313,-0.058,-1.003
-0.313,-0.066,-0.998
-0.315,-0.079,-0.999
-0.315,-0.078,-1.002
-0.316,-0.08,-0.998
-0.318,-0.074,-1.002
-0.315,-0.075,-1.006
-0.354,-0.091,-1.008
-0.334,-0.096,-1.007
-0.333,-0.097,-1
-0.345,-0.1,-1.005
-0.344,-0.107,-1.016
-0.345,-0.112,-1.009
-0.339,-0.121,-1.006
-0.342,-0.141,-1.003
-0.336,-0.146,-0.999
-0.332,-0.159,-0.995
-0.33,-0.165,-0.991
-0.331,-0.181,-0.993
-0.338,-0.189,-0.987
-0.337,-0.189,-0.976
-0.332,-0.206,-0.974
-0.332,-0.215,-0.976
-0.33,-0.22,-0.977
-0.33,-0.23,-0.972
-0.325,-0.231,-0.969
-0.319,-0.238,-0.968
-0.315,-0.245,-0.974
-0.308,-0.25,-0.976
-0.3,-0.255,-0.98
